"soi.date.orig","soi","yr","mo.no.char","mo.no","mo.char"
201105,0.4,NA,NA,NA,NA
201106,0.2,NA,NA,NA,NA
201107,1,NA,NA,NA,NA
201108,0.4,NA,NA,NA,NA
201109,1,NA,NA,NA,NA
201110,0.8,NA,NA,NA,NA
201111,1.1,NA,NA,NA,NA
201112,2.5,NA,NA,NA,NA
201201,1.1,NA,NA,NA,NA
201202,0.5,NA,NA,NA,NA
201203,0.7,NA,NA,NA,NA
201204,-0.3,NA,NA,NA,NA
201205,0,NA,NA,NA,NA
201206,-0.4,NA,NA,NA,NA
201207,0,NA,NA,NA,NA
201208,-0.2,NA,NA,NA,NA
201209,0.2,NA,NA,NA,NA
201210,0.3,NA,NA,NA,NA
201211,0.3,NA,NA,NA,NA
201212,-0.6,NA,NA,NA,NA
201301,-0.1,NA,NA,NA,NA
201302,-0.2,NA,NA,NA,NA
201303,1.5,NA,NA,NA,NA
201304,0.2,NA,NA,NA,NA
201305,0.8,NA,NA,NA,NA
201306,1.2,NA,NA,NA,NA
201307,0.8,NA,NA,NA,NA
201308,0.2,NA,NA,NA,NA
201309,0.3,NA,NA,NA,NA
201310,-0.1,NA,NA,NA,NA
201311,0.7,NA,NA,NA,NA
201312,0.1,NA,NA,NA,NA
201401,1.4,NA,NA,NA,NA
201402,0.1,NA,NA,NA,NA
201403,-0.9,NA,NA,NA,NA
201404,0.8,NA,NA,NA,NA
201405,0.5,NA,NA,NA,NA
201406,0.2,NA,NA,NA,NA
201407,-0.2,NA,NA,NA,NA
201408,-0.7,NA,NA,NA,NA
201409,-0.7,NA,NA,NA,NA
201410,-0.6,NA,NA,NA,NA
201411,-0.9,NA,NA,NA,NA
201412,-0.6,NA,NA,NA,NA
201501,-0.8,NA,NA,NA,NA
201502,0.2,NA,NA,NA,NA
201503,-0.7,NA,NA,NA,NA
201504,0,NA,NA,NA,NA
201505,-0.7,NA,NA,NA,NA
201506,-0.6,NA,NA,NA,NA
201507,-1.1,NA,NA,NA,NA
201508,-1.4,NA,NA,NA,NA
201509,-1.6,NA,NA,NA,NA
201510,-1.7,NA,NA,NA,NA
201511,-0.5,NA,NA,NA,NA
201512,-0.6,NA,NA,NA,NA
201601,-2.2,NA,NA,NA,NA
201602,-2,NA,NA,NA,NA
201603,-0.1,NA,NA,NA,NA
201604,-1.2,NA,NA,NA,NA
201605,0.4,NA,NA,NA,NA
201606,0.6,NA,NA,NA,NA
201607,0.4,NA,NA,NA,NA
201608,0.7,NA,NA,NA,NA
201609,1.2,NA,NA,NA,NA
201610,-0.3,NA,NA,NA,NA
201611,-0.1,NA,NA,NA,NA
201612,0.3,NA,NA,NA,NA
201701,0.2,NA,NA,NA,NA
201702,-0.1,NA,NA,NA,NA
201703,0.9,NA,NA,NA,NA
201704,-0.2,NA,NA,NA,NA
201705,0.3,NA,NA,NA,NA
201706,-0.4,NA,NA,NA,NA
